"trial","queens","maxgen","competitors","threads","solved","generations","time"
3, 8, 1000000, 1, 2, 1, 406, 0.071
4, 8, 1000000, 1, 2, 1, 7108, 1.138
5, 8, 1000000, 1, 2, 1, 1000, 0.137
6, 8, 1000000, 1, 2, 1, 248, 0.034
7, 8, 1000000, 1, 2, 1, 103, 0.017
8, 8, 1000000, 1, 2, 1, 64, 0.011
9, 8, 1000000, 1, 2, 1, 455, 0.079
10, 8, 1000000, 1, 2, 1, 9, 0.003
0, 8, 1000000, 1, 5, 1, 29, 0.005
1, 8, 1000000, 1, 5, 1, 1749, 0.203
2, 8, 1000000, 1, 5, 1, 3283, 0.378
3, 8, 1000000, 1, 5, 1, 42, 0.006
4, 8, 1000000, 1, 5, 1, 662, 0.076
5, 8, 1000000, 1, 5, 1, 60, 0.009
6, 8, 1000000, 1, 5, 1, 2696, 0.319
7, 8, 1000000, 1, 5, 1, 1176, 0.138
8, 8, 1000000, 1, 5, 1, 53, 0.008
9, 8, 1000000, 1, 5, 1, 4, 0.002
10, 8, 1000000, 1, 5, 0, 1000000, 116.839
0, 8, 1000000, 1, 10, 1, 17, 0.004
1, 8, 1000000, 1, 10, 1, 25, 0.004
2, 8, 1000000, 1, 10, 1, 17, 0.004
3, 8, 1000000, 1, 10, 1, 570, 0.066
4, 8, 1000000, 1, 10, 1, 29, 0.005
5, 8, 1000000, 1, 10, 1, 212, 0.025
6, 8, 1000000, 1, 10, 1, 739, 0.085
7, 8, 1000000, 1, 10, 1, 417, 0.049
8, 8, 1000000, 1, 10, 1, 8940, 1.108
9, 8, 1000000, 1, 10, 1, 1056, 0.141
10, 8, 1000000, 1, 10, 1, 12424, 1.572
0, 8, 1000000, 2, 1, 1, 257, 0.09
1, 8, 1000000, 2, 1, 1, 371, 0.144
2, 8, 1000000, 2, 1, 1, 32, 0.012
3, 8, 1000000, 2, 1, 1, 32, 0.012
4, 8, 1000000, 2, 1, 1, 25, 0.013
5, 8, 1000000, 2, 1, 1, 9, 0.005
6, 8, 1000000, 2, 1, 1, 7626, 2.813
7, 8, 1000000, 2, 1, 1, 173, 0.059
8, 8, 1000000, 2, 1, 1, 28, 0.01
9, 8, 1000000, 2, 1, 1, 227, 0.085
10, 8, 1000000, 2, 1, 1, 20, 0.008
0, 8, 1000000, 2, 2, 1, 16, 0.006
1, 8, 1000000, 2, 2, 1, 358, 0.102
2, 8, 1000000, 2, 2, 1, 1586, 0.45
3, 8, 1000000, 2, 2, 1, 137, 0.039
4, 8, 1000000, 2, 2, 1, 429, 0.118
5, 8, 1000000, 2, 2, 1, 54, 0.017
6, 8, 1000000, 2, 2, 1, 1800, 0.493
7, 8, 1000000, 2, 2, 1, 15, 0.006
8, 8, 1000000, 2, 2, 1, 69, 0.021
9, 8, 1000000, 2, 2, 1, 12, 0.005
10, 8, 1000000, 2, 2, 1, 6357, 1.735
0, 8, 1000000, 2, 5, 1, 96, 0.031
1, 8, 1000000, 2, 5, 1, 20, 0.009
2, 8, 1000000, 2, 5, 1, 25, 0.008
3, 8, 1000000, 2, 5, 1, 8, 0.004
4, 8, 1000000, 2, 5, 1, 14, 0.005
5, 8, 1000000, 2, 5, 1, 248, 0.071
6, 8, 1000000, 2, 5, 1, 21, 0.007
7, 8, 1000000, 2, 5, 1, 57, 0.015
8, 8, 1000000, 2, 5, 1, 844, 0.218
9, 8, 1000000, 2, 5, 1, 12, 0.005
10, 8, 1000000, 2, 5, 1, 81, 0.021
0, 8, 1000000, 2, 10, 1, 40, 0.011
1, 8, 1000000, 2, 10, 1, 31, 0.01
2, 8, 1000000, 2, 10, 1, 70, 0.02
3, 8, 1000000, 2, 10, 1, 11, 0.005
4, 8, 1000000, 2, 10, 1, 10, 0.004
5, 8, 1000000, 2, 10, 1, 21, 0.007
6, 8, 1000000, 2, 10, 1, 125, 0.04
7, 8, 1000000, 2, 10, 1, 62, 0.018
8, 8, 1000000, 2, 10, 1, 36449, 9.397
9, 8, 1000000, 2, 10, 1, 76, 0.019
10, 8, 1000000, 2, 10, 1, 58, 0.018
0, 8, 1000000, 3, 1, 1, 16, 0.01
1, 8, 1000000, 3, 1, 1, 18, 0.013
2, 8, 1000000, 3, 1, 1, 17, 0.013
3, 8, 1000000, 3, 1, 1, 25, 0.017
4, 8, 1000000, 3, 1, 1, 56, 0.034
5, 8, 1000000, 3, 1, 1, 18, 0.012
6, 8, 1000000, 3, 1, 1, 14, 0.011
7, 8, 1000000, 3, 1, 1, 16, 0.011
8, 8, 1000000, 3, 1, 1, 14, 0.011
9, 8, 1000000, 3, 1, 1, 396, 0.211
10, 8, 1000000, 3, 1, 1, 30, 0.022
0, 8, 1000000, 3, 2, 1, 8, 0.005
1, 8, 1000000, 3, 2, 1, 18, 0.009
2, 8, 1000000, 3, 2, 1, 13, 0.007
3, 8, 1000000, 3, 2, 1, 27, 0.012
4, 8, 1000000, 3, 2, 1, 122, 0.054
5, 8, 1000000, 3, 2, 1, 1300, 0.597
6, 8, 1000000, 3, 2, 1, 1145, 0.499
7, 8, 1000000, 3, 2, 1, 44, 0.022
8, 8, 1000000, 3, 2, 1, 12, 0.008
9, 8, 1000000, 3, 2, 1, 7, 0.007
10, 8, 1000000, 3, 2, 1, 14, 0.007
0, 8, 1000000, 3, 5, 1, 17, 0.011
1, 8, 1000000, 3, 5, 1, 67, 0.036
2, 8, 1000000, 3, 5, 1, 468, 0.206
3, 8, 1000000, 3, 5, 1, 25, 0.012
4, 8, 1000000, 3, 5, 1, 12, 0.007
5, 8, 1000000, 3, 5, 1, 313, 0.144
6, 8, 1000000, 3, 5, 1, 14, 0.007
7, 8, 1000000, 3, 5, 1, 23, 0.012
8, 8, 1000000, 3, 5, 1, 25, 0.015
9, 8, 1000000, 3, 5, 1, 22, 0.013
10, 8, 1000000, 3, 5, 1, 8, 0.005
0, 8, 1000000, 3, 10, 1, 9, 0.006
1, 8, 1000000, 3, 10, 1, 22, 0.012
2, 8, 1000000, 3, 10, 1, 24, 0.017
3, 8, 1000000, 3, 10, 1, 8, 0.009
4, 8, 1000000, 3, 10, 1, 29, 0.015
5, 8, 1000000, 3, 10, 1, 25, 0.019
6, 8, 1000000, 3, 10, 1, 39, 0.024
7, 8, 1000000, 3, 10, 1, 29, 0.022
8, 8, 1000000, 3, 10, 1, 16, 0.019
9, 8, 1000000, 3, 10, 1, 26, 0.021
10, 8, 1000000, 3, 10, 1, 50, 0.026
0, 16, 1000000, 1, 1, 1, 22723, 11.009
1, 16, 1000000, 1, 1, 1, 4309, 1.998
2, 16, 1000000, 1, 1, 1, 11793, 5.059
3, 16, 1000000, 1, 1, 1, 1269, 0.546
4, 16, 1000000, 1, 1, 1, 18230, 7.687
5, 16, 1000000, 1, 1, 1, 1933, 0.768
6, 16, 1000000, 1, 1, 1, 2237, 0.921
7, 16, 1000000, 1, 1, 1, 19531, 8.169
8, 16, 1000000, 1, 1, 1, 5776, 2.489
9, 16, 1000000, 1, 1, 1, 2517, 1.199
10, 16, 1000000, 1, 1, 1, 24242, 12.084
0, 16, 1000000, 1, 2, 1, 97, 0.028
1, 16, 1000000, 1, 2, 1, 6618, 1.686
2, 16, 1000000, 1, 2, 1, 11150, 2.926
3, 16, 1000000, 1, 2, 1, 11783, 3.184
4, 16, 1000000, 1, 2, 1, 759, 0.219
5, 16, 1000000, 1, 2, 1, 16456, 4.541
6, 16, 1000000, 1, 2, 1, 1414, 0.369
7, 16, 1000000, 1, 2, 1, 1645, 0.412
8, 16, 1000000, 1, 2, 1, 52550, 13.968
9, 16, 1000000, 1, 2, 1, 13182, 3.599
10, 16, 1000000, 1, 2, 1, 3180, 0.849
0, 16, 1000000, 1, 5, 1, 7661, 1.441
1, 16, 1000000, 1, 5, 1, 3545, 0.676
2, 16, 1000000, 1, 5, 1, 39692, 7.528
3, 16, 1000000, 1, 5, 1, 7605, 1.42
4, 16, 1000000, 1, 5, 1, 3587, 0.68
5, 16, 1000000, 1, 5, 1, 2712, 0.514
6, 16, 1000000, 1, 5, 1, 13651, 2.59
7, 16, 1000000, 1, 5, 1, 9194, 1.768
8, 16, 1000000, 1, 5, 1, 18800, 3.578
9, 16, 1000000, 1, 5, 0, 1000000, 189.112
10, 16, 1000000, 1, 5, 1, 3007, 0.58
0, 16, 1000000, 1, 10, 1, 1429, 0.305
1, 16, 1000000, 1, 10, 1, 2089, 0.424
2, 16, 1000000, 1, 10, 1, 2590, 0.504
3, 16, 1000000, 1, 10, 1, 4543, 0.817
4, 16, 1000000, 1, 10, 1, 1203, 0.217
5, 16, 1000000, 1, 10, 1, 7944, 1.435
6, 16, 1000000, 1, 10, 1, 2072, 0.372
7, 16, 1000000, 1, 10, 1, 13401, 2.395
8, 16, 1000000, 1, 10, 1, 296, 0.061
9, 16, 1000000, 1, 10, 1, 21822, 3.936
10, 16, 1000000, 1, 10, 1, 3761, 0.678
0, 16, 1000000, 2, 1, 1, 264, 0.169
1, 16, 1000000, 2, 1, 1, 3105, 2.044
2, 16, 1000000, 2, 1, 1, 1400, 0.908
3, 16, 1000000, 2, 1, 1, 1666, 1.037
4, 16, 1000000, 2, 1, 1, 590, 0.382
5, 16, 1000000, 2, 1, 1, 9241, 6.267
6, 16, 1000000, 2, 1, 1, 410, 0.283
7, 16, 1000000, 2, 1, 1, 308, 0.211
8, 16, 1000000, 2, 1, 1, 80, 0.05
9, 16, 1000000, 2, 1, 1, 101, 0.059
10, 16, 1000000, 2, 1, 1, 795, 0.522
0, 16, 1000000, 2, 2, 1, 54198, 25.175
1, 16, 1000000, 2, 2, 1, 139, 0.068
2, 16, 1000000, 2, 2, 1, 2053, 0.949
3, 16, 1000000, 2, 2, 1, 286, 0.138
4, 16, 1000000, 2, 2, 1, 7721, 3.69
5, 16, 1000000, 2, 2, 1, 3795, 1.752
6, 16, 1000000, 2, 2, 1, 1223, 0.588
7, 16, 1000000, 2, 2, 1, 98, 0.047
8, 16, 1000000, 2, 2, 1, 83, 0.04
9, 16, 1000000, 2, 2, 1, 1395, 0.673
10, 16, 1000000, 2, 2, 1, 152, 0.071
0, 16, 1000000, 2, 5, 1, 2085, 0.882
1, 16, 1000000, 2, 5, 1, 71, 0.032
2, 16, 1000000, 2, 5, 1, 1185, 0.501
3, 16, 1000000, 2, 5, 1, 1021, 0.433
4, 16, 1000000, 2, 5, 1, 2348, 1.002
5, 16, 1000000, 2, 5, 1, 1371, 0.572
6, 16, 1000000, 2, 5, 1, 1215, 0.517
7, 16, 1000000, 2, 5, 1, 345, 0.147
8, 16, 1000000, 2, 5, 1, 1539, 0.643
9, 16, 1000000, 2, 5, 1, 74, 0.033
10, 16, 1000000, 2, 5, 1, 231, 0.097
0, 16, 1000000, 2, 10, 1, 6657, 2.576
1, 16, 1000000, 2, 10, 1, 493, 0.191
2, 16, 1000000, 2, 10, 1, 4002, 1.569
3, 16, 1000000, 2, 10, 1, 1196, 0.467
4, 16, 1000000, 2, 10, 1, 252, 0.099
5, 16, 1000000, 2, 10, 1, 59, 0.024
6, 16, 1000000, 2, 10, 1, 132, 0.061
7, 16, 1000000, 2, 10, 1, 2144, 0.857
8, 16, 1000000, 2, 10, 1, 2142, 0.826
9, 16, 1000000, 2, 10, 1, 1315, 0.519
10, 16, 1000000, 2, 10, 1, 4763, 1.855
0, 16, 1000000, 3, 1, 1, 139, 0.128
1, 16, 1000000, 3, 1, 1, 1389, 1.344
2, 16, 1000000, 3, 1, 1, 225, 0.243
3, 16, 1000000, 3, 1, 1, 310, 0.318
4, 16, 1000000, 3, 1, 1, 179, 0.192
5, 16, 1000000, 3, 1, 1, 892, 0.752
6, 16, 1000000, 3, 1, 1, 549, 0.565
7, 16, 1000000, 3, 1, 1, 388, 0.379
8, 16, 1000000, 3, 1, 1, 2715, 2.64
9, 16, 1000000, 3, 1, 1, 466, 0.439
10, 16, 1000000, 3, 1, 1, 145, 0.144
0, 16, 1000000, 3, 2, 1, 426, 0.284
1, 16, 1000000, 3, 2, 1, 138, 0.104
2, 16, 1000000, 3, 2, 1, 138, 0.097
3, 16, 1000000, 3, 2, 1, 377, 0.251
4, 16, 1000000, 3, 2, 1, 7254, 4.94
5, 16, 1000000, 3, 2, 1, 143, 0.107
6, 16, 1000000, 3, 2, 1, 249, 0.187
7, 16, 1000000, 3, 2, 1, 479, 0.335
8, 16, 1000000, 3, 2, 1, 96, 0.088
9, 16, 1000000, 3, 2, 1, 160, 0.111
10, 16, 1000000, 3, 2, 1, 101, 0.067
0, 16, 1000000, 3, 5, 1, 1531, 1.134
1, 16, 1000000, 3, 5, 1, 78, 0.062
2, 16, 1000000, 3, 5, 1, 233, 0.169
3, 16, 1000000, 3, 5, 1, 380, 0.272
4, 16, 1000000, 3, 5, 1, 313, 0.223
5, 16, 1000000, 3, 5, 1, 5613, 4.056
6, 16, 1000000, 3, 5, 1, 1639, 1.222
7, 16, 1000000, 3, 5, 1, 735, 0.525
8, 16, 1000000, 3, 5, 1, 118, 0.083
9, 16, 1000000, 3, 5, 1, 1528, 1.128
10, 16, 1000000, 3, 5, 1, 171, 0.126
0, 16, 1000000, 3, 10, 1, 387, 0.265
1, 16, 1000000, 3, 10, 1, 1063, 0.712
2, 16, 1000000, 3, 10, 1, 169, 0.121
3, 16, 1000000, 3, 10, 1, 480, 0.319
4, 16, 1000000, 3, 10, 1, 2067, 1.36
5, 16, 1000000, 3, 10, 1, 175, 0.118
6, 16, 1000000, 3, 10, 1, 1297, 0.867
7, 16, 1000000, 3, 10, 1, 56, 0.043
8, 16, 1000000, 3, 10, 1, 902, 0.581
9, 16, 1000000, 3, 10, 1, 256, 0.188
10, 16, 1000000, 3, 10, 1, 456, 0.32
0, 32, 1000000, 1, 1, 1, 7478, 10.014
1, 32, 1000000, 1, 1, 1, 3128, 3.69
2, 32, 1000000, 1, 1, 1, 11286, 16.092
3, 32, 1000000, 1, 1, 1, 10976, 15.423
4, 32, 1000000, 1, 1, 1, 31878, 42.026
5, 32, 1000000, 1, 1, 1, 4837, 6.739
6, 32, 1000000, 1, 1, 1, 38063, 53.594
7, 32, 1000000, 1, 1, 1, 31780, 43.003
8, 32, 1000000, 1, 1, 1, 17819, 22.604
9, 32, 1000000, 1, 1, 1, 7153, 9.625
10, 32, 1000000, 1, 1, 1, 8839, 12.333
0, 32, 1000000, 1, 2, 1, 7664, 5.456
1, 32, 1000000, 1, 2, 1, 50304, 35.081
2, 32, 1000000, 1, 2, 1, 57944, 42.556
3, 32, 1000000, 1, 2, 1, 11536, 9.018
4, 32, 1000000, 1, 2, 1, 8690, 6.456
5, 32, 1000000, 1, 2, 1, 8205, 5.926
6, 32, 1000000, 1, 2, 1, 18801, 14.261
7, 32, 1000000, 1, 2, 1, 7787, 5.421
8, 32, 1000000, 1, 2, 1, 29028, 21.926
9, 32, 1000000, 1, 2, 1, 24773, 19.05
10, 32, 1000000, 1, 2, 1, 32741, 24.168
0, 32, 1000000, 1, 5, 1, 5823, 2.669
1, 32, 1000000, 1, 5, 1, 10071, 4.599
2, 32, 1000000, 1, 5, 1, 16902, 7.692
3, 32, 1000000, 1, 5, 1, 15996, 7.297
4, 32, 1000000, 1, 5, 1, 5310, 2.43
5, 32, 1000000, 1, 5, 1, 15767, 7.174
6, 32, 1000000, 1, 5, 1, 2125, 0.963
7, 32, 1000000, 1, 5, 1, 12577, 5.707
8, 32, 1000000, 1, 5, 1, 7005, 3.193
9, 32, 1000000, 1, 5, 1, 13479, 6.145
10, 32, 1000000, 1, 5, 1, 18406, 8.418
0, 32, 1000000, 1, 10, 1, 2905, 1.25
1, 32, 1000000, 1, 10, 1, 10551, 4.528
2, 32, 1000000, 1, 10, 1, 21369, 9.176
3, 32, 1000000, 1, 10, 1, 2636, 1.125
4, 32, 1000000, 1, 10, 1, 18679, 8.013
5, 32, 1000000, 1, 10, 1, 5348, 2.276
6, 32, 1000000, 1, 10, 1, 13273, 5.631
7, 32, 1000000, 1, 10, 1, 4626, 1.992
8, 32, 1000000, 1, 10, 1, 16487, 6.949
9, 32, 1000000, 1, 10, 1, 11604, 4.97
10, 32, 1000000, 1, 10, 1, 45690, 19.387
0, 32, 1000000, 2, 1, 1, 3832, 7.212
1, 32, 1000000, 2, 1, 1, 1208, 2.186
2, 32, 1000000, 2, 1, 1, 918, 1.791
3, 32, 1000000, 2, 1, 1, 1475, 2.679
4, 32, 1000000, 2, 1, 1, 3130, 5.692
5, 32, 1000000, 2, 1, 1, 1513, 3.063
6, 32, 1000000, 2, 1, 1, 1922, 3.724
7, 32, 1000000, 2, 1, 1, 1028, 1.902
8, 32, 1000000, 2, 1, 1, 2663, 4.479
9, 32, 1000000, 2, 1, 1, 947, 1.904
10, 32, 1000000, 2, 1, 1, 418, 0.722
0, 32, 1000000, 2, 2, 1, 1773, 2.114
1, 32, 1000000, 2, 2, 1, 8732, 10.248
2, 32, 1000000, 2, 2, 1, 1756, 2.103
3, 32, 1000000, 2, 2, 1, 1534, 1.836
4, 32, 1000000, 2, 2, 1, 1840, 2.201
5, 32, 1000000, 2, 2, 1, 1591, 1.954
6, 32, 1000000, 2, 2, 1, 523, 0.606
7, 32, 1000000, 2, 2, 1, 2625, 3.15
8, 32, 1000000, 2, 2, 1, 2695, 3.173
9, 32, 1000000, 2, 2, 1, 1085, 1.289
10, 32, 1000000, 2, 2, 1, 7117, 8.486
0, 32, 1000000, 2, 5, 1, 7885, 8.004
1, 32, 1000000, 2, 5, 1, 1600, 1.616
2, 32, 1000000, 2, 5, 1, 1851, 1.848
3, 32, 1000000, 2, 5, 1, 5949, 5.958
4, 32, 1000000, 2, 5, 1, 2883, 2.887
5, 32, 1000000, 2, 5, 1, 6701, 6.836
6, 32, 1000000, 2, 5, 1, 4892, 4.938
7, 32, 1000000, 2, 5, 1, 1758, 1.805
8, 32, 1000000, 2, 5, 1, 1186, 1.205
9, 32, 1000000, 2, 5, 1, 470, 0.476
10, 32, 1000000, 2, 5, 1, 2414, 2.454
0, 32, 1000000, 2, 10, 1, 6627, 6.25
1, 32, 1000000, 2, 10, 1, 1118, 1.068
2, 32, 1000000, 2, 10, 1, 1182, 1.11
3, 32, 1000000, 2, 10, 1, 3372, 3.266
4, 32, 1000000, 2, 10, 1, 1667, 1.587
5, 32, 1000000, 2, 10, 1, 2631, 2.698
6, 32, 1000000, 2, 10, 1, 1778, 1.831
7, 32, 1000000, 2, 10, 1, 2668, 2.666
8, 32, 1000000, 2, 10, 1, 486, 0.511
9, 32, 1000000, 2, 10, 1, 2857, 2.757
10, 32, 1000000, 2, 10, 1, 1926, 1.998
0, 32, 1000000, 3, 1, 1, 348, 0.858
1, 32, 1000000, 3, 1, 1, 966, 2.357
2, 32, 1000000, 3, 1, 1, 1420, 3.479
3, 32, 1000000, 3, 1, 1, 949, 2.285
4, 32, 1000000, 3, 1, 1, 373, 1.032
5, 32, 1000000, 3, 1, 1, 1075, 2.85
6, 32, 1000000, 3, 1, 1, 940, 2.304
7, 32, 1000000, 3, 1, 1, 2029, 4.942
8, 32, 1000000, 3, 1, 1, 766, 1.983
9, 32, 1000000, 3, 1, 1, 751, 1.928
10, 32, 1000000, 3, 1, 1, 635, 1.633
0, 32, 1000000, 3, 2, 1, 1945, 3.254
1, 32, 1000000, 3, 2, 1, 560, 0.939
2, 32, 1000000, 3, 2, 1, 714, 1.223
3, 32, 1000000, 3, 2, 1, 2203, 3.66
4, 32, 1000000, 3, 2, 1, 664, 1.126
5, 32, 1000000, 3, 2, 1, 2476, 4.067
6, 32, 1000000, 3, 2, 1, 1041, 1.736
7, 32, 1000000, 3, 2, 1, 1133, 1.86
8, 32, 1000000, 3, 2, 1, 1774, 2.907
9, 32, 1000000, 3, 2, 1, 2289, 3.776
10, 32, 1000000, 3, 2, 1, 790, 1.328
0, 32, 1000000, 3, 5, 1, 1053, 1.725
1, 32, 1000000, 3, 5, 1, 3336, 5.427
2, 32, 1000000, 3, 5, 1, 3100, 4.94
3, 32, 1000000, 3, 5, 1, 1593, 2.544
4, 32, 1000000, 3, 5, 1, 983, 1.576
5, 32, 1000000, 3, 5, 1, 2284, 3.656
6, 32, 1000000, 3, 5, 1, 2168, 3.441
7, 32, 1000000, 3, 5, 1, 404, 0.668
8, 32, 1000000, 3, 5, 1, 797, 1.291
9, 32, 1000000, 3, 5, 1, 1154, 1.86
10, 32, 1000000, 3, 5, 1, 874, 1.442
0, 32, 1000000, 3, 10, 1, 1450, 2.299
1, 32, 1000000, 3, 10, 1, 1407, 2.241
2, 32, 1000000, 3, 10, 1, 552, 0.907
3, 32, 1000000, 3, 10, 1, 1896, 2.997
4, 32, 1000000, 3, 10, 1, 2064, 3.284
5, 32, 1000000, 3, 10, 1, 2578, 4.134
6, 32, 1000000, 3, 10, 1, 1865, 3.014
7, 32, 1000000, 3, 10, 1, 998, 1.569
8, 32, 1000000, 3, 10, 1, 1876, 2.958
9, 32, 1000000, 3, 10, 1, 1301, 2.055
10, 32, 1000000, 3, 10, 1, 1259, 2.027
